smiles,smiles,ratio,temperature,value
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,348.15,1197.2
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,333.15,1147.4
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,298.15,1155.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,343.15,1071.7
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:4,313.15,1124.3
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,318.15,1102.7
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,303.15,1252.0
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1,1:2,353.15,1180.0
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:2,333.15,1106.2
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,308.15,1182.0
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,308.15,1189.8
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,323.15,947.3
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1238.0
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,338.15,1016.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,353.15,1067.5
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,298.15,1042.6
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,318.15,1247.6
[Cl-].C[N+](C)(C)CCO,COc1ccccc1O,1:3,303.15,1147.5
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:1,308.15,1133.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,293.15,1281.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,298.20,1087.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,293.15,1201.1
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2,323.15,1161.2
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,293.20,1094.8
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,298.15,1130.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,348.15,1105.0
CC(N(C)C)C(O)=O,OC(C(O)=O)c1ccccc1,1:2,323.15,1210.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,323.15,1103.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,11:1,353.15,928.0
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,318.15,1182.4
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:2,313.15,1118.9
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,353.15,1203.0
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,343.15,1139.7
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:3,313.15,1139.8
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,328.15,1320.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,313.15,984.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,293.20,1091.8
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,323.15,1177.1
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,328.15,1178.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,348.15,1223.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,343.15,1007.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,303.20,1093.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,353.15,1000.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,318.15,1180.2
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2.03,353.15,1140.3
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,343.15,1204.0
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,338.15,1173.4
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,328.15,1182.2
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,308.15,1192.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,333.15,1096.2
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:3,323.15,1030.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,8:1,333.15,976.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:16,313.15,1131.9
CC(N(C)C)C(O)=O,OC(C(O)=O)c1ccccc1,1:2,298.15,1220.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,288.15,972.4
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,343.15,1072.8
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,308.15,1212.4
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:3,313.15,1125.2
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,333.15,1171.7
Cl.CCNCC,COc1ccccc1O,1:3,303.15,1093.1
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,303.15,1195.2
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,353.15,1081.9
CC(N(C)C)C(O)=O,OC(=O)Cc1ccccc1,1:2,323.15,1150.0
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,303.15,1120.6
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,328.15,1116.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,343.15,966.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:16,338.15,1113.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,313.15,1030.6
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,348.15,1174.6
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,308.15,1261.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,303.20,1086.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,303.15,1228.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,293.15,1060.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,293.15,1040.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,298.15,1243.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,318.15,1182.7
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,338.15,1094.8
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,308.15,1237.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,348.15,1190.1
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,338.15,1170.8
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,338.15,1167.7
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,338.15,1243.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,363.15,1252.4
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,338.15,1181.4
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,323.15,1177.5
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,298.15,1068.1
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,293.15,1208.9
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,313.15,1239.8
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,303.15,1064.1
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,338.15,1110.1
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,343.15,1215.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,313.15,1245.0
[Cl-].CC(=O)OCC[N+](C)(C)C,COc1ccccc1O,1:4,293.15,1149.3
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,363.15,1095.5
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,298.15,1155.5
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,333.15,1081.5
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,318.15,1145.4
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,293.15,1198.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,303.15,1185.4
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,323.15,1084.8
Cl.CCNCC,COc1ccccc1O,1:4,293.15,1102.4
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,323.15,1228.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,313.20,1082.9
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:1,328.15,1117.9
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,323.15,989.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,303.15,1239.7
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,318.15,1236.3
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,328.15,1073.5
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1232.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,298.15,1117.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,318.15,1141.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,8:1,303.15,994.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,358.15,1170.6
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,303.15,1188.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,303.15,1111.4
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,363.15,1155.4
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,318.15,1181.6
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,353.15,1085.4
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,303.15,1098.6
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,298.15,965.9
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,333.15,1113.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,10:1,313.15,954.9
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:3,333.15,1113.8
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,308.15,1197.6
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,308.15,1214.1
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,7:1,313.15,983.0
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,293.15,1201.0
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,343.15,1170.8
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,348.15,1309.3
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:5,313.15,1123.8
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,313.15,1270.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,303.15,1216.3
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,298.15,1278.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,353.15,1248.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1229.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,313.15,1144.2
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,303.15,1260.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1241.0
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,308.20,1085.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,333.15,1077.8
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,328.15,1165.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:3,333.15,1079.7
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,328.15,1175.4
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,293.15,1141.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,353.15,1163.5
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,313.15,1106.4
Cl.CCNCC,COc1ccccc1O,1:5,313.15,1093.7
CC(N(C)C)C(O)=O,OC(C(O)=O)c1ccccc1,1:2,348.15,1190.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,298.15,1252.0
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,353.15,1169.2
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,313.15,1109.7
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:2.03,323.15,1288.6
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1240.0
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,303.15,1197.9
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,308.15,1093.3
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,323.15,1202.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,323.15,1125.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,338.15,1269.6
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1223.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,343.15,1091.3
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,328.15,1111.4
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1,1:2,373.15,1150.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,298.15,1156.3
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,293.15,1190.8
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,348.15,1071.8
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,323.15,1204.8
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,296.15,1270.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,343.15,1266.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,313.15,1182.7
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,318.20,1076.3
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,313.15,1120.6
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,318.15,1087.9
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,343.15,1164.2
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:2,313.15,1172.3
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:4,343.15,1193.6
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,318.15,1079.7
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,358.15,1241.9
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,323.15,1173.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,298.15,1267.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,368.15,1077.4
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:1,303.15,1136.9
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,353.15,970.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,323.15,1188.4
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,318.15,1231.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,313.15,1108.8
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,343.15,1013.7
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,358.15,1208.3
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,353.15,1219.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,338.15,1255.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,313.15,1105.7
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,308.15,1148.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,338.15,1088.5
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:2,293.15,969.2
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,303.15,1039.3
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,363.15,1059.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,308.15,1253.7
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:5,318.15,1189.4
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,363.15,1100.2
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,298.15,1142.5
[Cl-].C[N+](C)(C)CCO,OCc1occc1,1:4,333.15,1109.9
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,323.15,1247.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,348.15,1089.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,303.15,985.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,9:1,333.15,944.3
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,298.15,1201.4
C[N+](C)(C)CC([O-])=O,CC(=O)CCC(O)=O,1:2,303.15,1154.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,6:1,333.15,986.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,318.15,1248.5
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.57,328.15,1099.3
OC(=O)[C@@H]1CCCN1,CC(O)C(O)=O,1:1,313.15,1251.1
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,313.15,1185.9
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,303.15,1155.7
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,308.15,998.3
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,358.15,1190.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,333.15,1221.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:4,323.15,1168.7
[Cl-].CC[NH+](CC)CCO,OCCO,1:2,308.15,1093.8
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,303.15,1113.9
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1220.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,318.15,1218.0
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,333.15,1014.0
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:1,318.15,1124.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,293.15,1258.0
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:2.03,318.15,1161.3
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.03,333.15,1174.1
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,303.15,1188.5
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,298.15,1259.0
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,303.15,1185.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1241.0
OC(=O)[C@@H]1CCCN1,CC(=O)CCC(O)=O,1:2,303.15,1193.5
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,298.15,1257.0
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:1,358.15,1124.3
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:5.25,368.15,1168.8
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,328.15,1133.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1232.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,308.15,1190.1
C[N+](C)(C)CC([O-])=O,CC(=O)CCC(O)=O,1:2,318.15,1144.1
[Cl-].CC[NH+](CC)CCO,OCC(O)CO,1:3,308.15,1199.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,328.15,1100.6
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:2,333.15,1160.3
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,348.15,1201.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:3,363.15,1204.5
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,308.15,1247.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,313.15,1258.0
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,333.15,1224.3
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,6:1,313.15,998.3
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,338.15,978.9
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,323.15,1100.1
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,333.15,1250.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:16,303.15,1139.1
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:1,303.15,1168.5
CC(N(C)C)C(O)=O,OC(=O)Cc1ccccc1,1:2,348.15,1120.0
[Cl-].C[N+](C)(C)CCO,OCCO,1:1.78,308.15,1112.2
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,328.15,1262.0
[Cl-].CC[NH+](CC)CCO,OCCO,1:2.03,328.15,1080.9
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,313.15,1092.0
CC(N(C)C)C(O)=O,OC(=O)c1ccccc1Cl,1:2,373.15,1240.0
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,333.15,1130.7
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,323.15,1086.0
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:3,313.15,1043.2
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.03,298.15,1117.4
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,298.15,1232.6
[Cl-].CC[NH+](CC)CCO,OCCO,1:4,308.15,1097.3
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1243.0
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,303.15,1229.0
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,333.15,1204.0
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,343.15,1244.0
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,293.15,1120.6
